,,,,,,,,,,,,,,,
,https://github.com/data4democracy,Data For Democracy,Github Repository,Like-minded people from around the world gathered to work on technology that has an impact. No structure. No rules. Just code commits and lots of Slack messages,Make digital tools for democracy,"understanding the behavior of online communities, election transparency, a USA dashboard (like KPIs for America), analysis on the extreme right, Medicare drug spending, and campaign spending",,US,English,Data collection/Interpretation,Democracy,Community Org,Technology,Internatlonalism,
,https://pds.blog.parliament.uk/uk-parliament-data-mailing-list/,UK Parliament Data mailing list,Mailing List,Mailing list to discuss UK parliament's data,"Connecting groups, building connections.",,,UK,English,Open Data,UK Parliament,Democracy,Digital Democracy,,
,https://meta-pol-is.slack.com/,Pol.is platform experimenters,Slack Team,meta-polis - Slack group for Pol.is platform experimenters,discussion route for those working on/with the pol.is systems,,,,English,Digital Democracy,Democracy,,,,
,https://representcommunity.slack.com/,Represent Community,Slack Team,Community Channel for those building on represent.me,discussion route for those working on/with represent.me,Represent.me,,UK,English,Open Data,Digital Democracy,Democracy,,,
,https://www.meetup.com/Hackney-Hack-Nights/,Hackney Hack Nights (Journalism & Tech),Meetup Group,"A rolling hackathon for journalists, technologists and urbanists interested in Hackney happenings.","The idea is that the Hackney Hackers will provide a forum for active citizens to share resources, ideas and support each other and we want to build an open source portfolio of the projects that get started, worked on or completed during our Hack Nights.","Hackney Hack Night on Care, Hackney Hack Night on Housing",Hackney,UK,English,Community,Apps & Tools,Local democracy,Local Representation,Digital Urban Planning,In Person Event
,https://www.meetup.com/HacksHackersLondon/,Hacks Hackers London,Meetup Group,"This group aims to help members find inspiration and think in new directions, bringing together potential collaborators for projects and new ventures.",Talks and creating connections between Hacks (journalists) and Hackers (technologists),,London,UK,English,journalism,technology,Open Technology,Data Technology,,In Person Event
,https://groups.google.com/forum/#!forum/influencemapping,Influence Mapping,Mailing List,"Our goal is to share data-driven methods to map out political and economic influence. We're a network of political scientists, technologists, journalists and designers who work to break down the complexities of lobbying, conflicts of interest, corporate structures and many related fields.","Community announcements and networking those working in and alongside lobbying, corporate structures and related fields; specifically focused on political and economic matters.",,UK,UK,English,Economics,Politics,Corporates,Journalism,,
,https://www.ire.org/resource-center/listservs/subscribe-nicar-l/,NICAR/IRE,Mailing List,"Investigative Reporters and Editors, Inc. is a grassroots nonprofit organization dedicated to improving the quality of investigative reporting. IRE was formed in 1975 to create a forum in which journalists throughout the world could help each other by sharing story ideas, newsgathering techniques and news sources.",Mailing list and online resource centre for Investigative Reporters and Editors ,,USA,USA,English,Journalism,Politics,Investigation,,,
,http://newsnerdery.org/ Slack,News Nerdery,Slack Team,An international meta organization to foster news nerd collaboration and knowledge sharing,Peer learning for technical journalists,Oiler podcast,,worldwide,English,News,Technology,Data/Hacking,,,
,https://dgroups.org/hivos/ogp,OGB Civil Society Hub,Mailing List,Welcome to the OGP civil society mailing list on Dgroups! This space is managed by the OGP Civil Society Engagement Team. You can post all OGP relevant news you want to share with the community here. You can contribute to existing discussions or start a new discussion yourself. All email will be sent to the (growing amount of) people registered on this mailing list.,List and archive access point for the OGP civil society mailing list,OGP Civil Society. ,UK,UK,English,Public Engagement,Civil Society,Democracy,Economics,,
,https://groups.google.com/forum/#!forum/pmo-network,PMO Network,Mailing List,An international network of civil society organizations and individuals that monitor the work of parliaments.,Mailing list and archive for the PMO network,,,worldwide,English,Parliamentary processes,,,,,"Worldwide in this case is very focused on the USA and UK, with reference to projects run in those areas, and by those areas in other parts of the global south"
,https://tinfoil.press/,Tinfoil press,Forum,"Tinfoil press; for journalism, media activism, and information security","Discussion space for journalism, activism, and information security",,,,English,Crypto education,Data Privacy,Journalism,Media Activism,,"Completely open list - advocates for encryption, but has no protections in place."
,agamedevchat.slack.com,AGameDevChat,Slack Team,Slack full of game developers. Email r.carbomascarell@gmail.com to get an invite.,"Community connection, code review, collaboration",,,,English,Games,,,,,Email r.carbomascarell@gmail.com to get an invite
,https://meta.wikimedia.org/wiki/Mailing_lists/Overview,Wiki*edia,Mailing List,"These are the mailing lists hosted by Wikimedia Foundation, a non-profit organization in the state of California which operates Wikipedia, Wiktionary, Wikibooks, Wikidata, Wikiquote, Wikisource, Wikimedia Commons, Wikispecies, Wikinews, and Wikiversity, as well as many Wikimedia movement affiliates wikis, and a few other MediaWiki-based wikis.","community connection, discussion, management,","Wikipedia, Wiktionary, Wikibooks, Wikidata, Wikiquote, Wikisource, Wikimedia Commons, Wikispecies, Wikinews, and Wikiversity",based in USA,USA,English,Wikimedia,Journalism,Publishing,,,
,https://lists.wikimedia.org/mailman/listinfo/wikimediauk-l,WikimediaUK,Mailing List,"This is a public mailing list for Wikimedians in the UK. It covers UK-specific subjects and events, including but not only work by the chapter, Wikimedia UK.",Support those working on wiki*dia in the UK,,,UK,English,Journalism,Publishing,,,,
,https://lists.mozilla.org/listinfo/community-mojo,Open News List,Mailing List ,"This list is intended for discussion of the Knight-Mozilla OpenNews project (formerly ""MoJo"" for Mozilla+Journalism)",Network Mozillians working on the Knight-Mozilla OpenNews project,,,International,English,Journalism,Publishing,,,,
,https://opennews.org/what/community/calls/,Open News Community Call,Weekly Teleconference,"The Source community calls are a community check-in every other Thursday at 12pm ET for anyone in or near the journalism-code world who wants to announce new projects, events, grants, and job openings, and solicit contributors.",Network Mozillians working on the Knight-Mozilla OpenNews project,,,USA,English,Journalism,Publishing,,,,
,https://groups.google.com/a/wikimedia.org/forum/#!forum/wikicite-discuss,WikiCite,Mailing List,,Wikimedia list for the open citations community,,,,English,Journalism,Publishing,,,,
,https://www.facebook.com/groups/nujournalists/permalink/10154772317679645/,NUJ public facebook group,Facebook Group,"We are among the biggest and best-established journalists' unions in the world, with 35,000 members. These members cover the whole range of editorial work – staff and freelance, writers and reporters, editors and sub-editors, photographers and illustrators, working in broadcasting, newspapers, magazines, books, on the internet and in public relations.","Public facing facebook group to connect members of the NUJ there, and to encourage non-member journalists, to become members.",,,UK,English,Journalism,Trade Union,Publishing,,,
,https://etherpad.net/p/dotcomrades,DotComrades,Etherpad,"Workers of the world, swipe left! Using tech to put a fist on the scales for workers. London, Dublin & an internet near you!",Community engagement and recruitment for DotComrades,,,UK,English,Unions,Co-ops,Future of Work,,,
,https://www.facebook.com/groups/workercoops/,Worker co-operatives,Facebook Group,A public UK and international group connecting worker co-operators and people with an interest in industrial democracy and collective ownership.,Network supporting recruitment to worker cooperatives and unionism,,,UK,English,Unions,Co-ops,Future of Work,,,
,https://www.facebook.com/groups/1170805349664629/,AI & Politics,Facebook Group,Exploring the intersection of AI & politics,"Discussion page for the AI & Politics community, Include the audience unable to make meetups",,,UK,English,Unions,Co-ops,Future of Work,,,
,https://www.facebook.com/groups/700463969976107,Networked Labour,Facebook Group,"Networked Labour (www.networkedlabour.net) was an outcome of an international seminar held in Amsterdam between 7-9 May 2013. The seminar was initially supported by Networked Politics, transform! europe, Transnational Institute and IGOPNET (Institut de Govern the Polítiques Públiques). At the end of the seminar several ideas have emerged one of which was to improve this web space and try to transform it into a transnational and distributed network space, through which all of us could build new ties and expand our nets of collaboration. This Facebook group was then built to expand and strengthen the ties among the nodes involved, by allowing a continuous exchange and debate, so chance produce and sharing information around the clock. Between 2015 and 2017 NetworkedLabour.net project is rebuilt as an independent Online Worker's University Campus, which gained political and financial autonomous from any groups and organizations, state, corporate or NGO kind, including the institutions mentioned as initial supporters.",Further Discussion around the topics explored at the 2013 seminar.,,,EU,English,Unions,Co-ops,Future of Work,,,
,http://www.markgraham.space/blog/2017/2/26/join-our-london-digital-labour-meetup,London Digital Labour Meetup,Mailing List,"If you are interested in scholarship or activism on the topic of digital labour and the future of work, then consider joining our regular meet-up series that will be held in London. We aim to meet on Thursday nights at 7pm, have a few drinks, and talk about topics related to digital labour, the platform economy, digital gig work, and online freelancing.","Social Networking of London based professionals around collective and new media working, with a focus on collectivising freelancers and zero hours workers in Digital",,London,UK,English,Unions,Co-ops,Future of Work,,,
,https://lists.okfn.org/mailman/listinfo,Open Knowledge,Mailing List,A listing of all the public mailing lists on lists.okfn.org,support and information for those interested in Open Knowledge and the Open Knowledge Foundation,,,,English,Open Data,,,,,
,http://slack.opendatacommunity.io/,Open Data Community,Slack Team,Open Data Community on Slack,production networking for Open Data related projects,,,,English,Open Data,,,,,
,https://lists.w3.org/Archives/Public/public-opengov/,Open Government Community Group,Mailing List,This is the public mailing list for the Open Government Community Group. Anyone may read or write to this list.,Mailing lists on topics around the Open Government Community Group in the USA,,,USA,English,Government,Service Design,,,,
,notwestminster.slack.com,Not Westminster,Slack Team,"If we want a stronger local democracy, we all need to get involved in making it happen – wherever we are.",Activism towards local democracy.,,,UK,English,Government,Service Design,,,,
,https://www.meetup.com/People-before-pixels/,People Before Pixels,Meetup Group,A group for people who put people first when they're designing public sector services. This group welcomes anyone who's interested in making things better.,Collaborate to format the best user experience practises in the public sector.,,,UK,English,Government,Service Design,,,,In Person Event
,https://www.facebook.com/groups/opengovgroup/,Open Government and Civic Tech,Facebook Group (Public),"Global exchange on open government, civic technology, open data, and digital democracy. Over 150 nations represented.",Worldwide discussions on Open Governement and Civic Technology,,,Worldwide,English,Transparency,Open Government,Government,,,
,https://dgroups.org/,OGP Civil Society Group,Forum,"OGP brings together governments and civil society organizations as true partners at both the national and international level. At the national level, governments work with civil society organizations to develop and implement their OGP national action plan. Countries are encouraged to institutionalize a mechanism for ongoing dialogue and collaboration between government and civil society. Within OGP, the IndependentCivil Society Engagement team (CSE) works to broaden, strengthen and engage a strong civil society network to participate in OGP, particularly at the national level. The CSC supports national civil society actors to help them make better use of the OGP process -- including the design, implementation and monitoring of OGP action plans -- for achieving their own advocacy objectives.",Dissussions for those within the OGP Civil Society Group,,,Worldwide,English,Transparency,Open Government,Government,,,email: ogp@dgroups.org to join
,http://forum.opengovernment.org.uk/groups/opengovuk/request_membership,Open Government Forum,Forum,"This discussion group is the home of the UK Open Government Civil Society Network (OGN) - a coalition of individuals and organisations committed to making government work better for people through transparency, participation and accountability. You can find out more about the OGN at: www.opengovernment.org.uk.",Dissussions for those within the UK specific OGP Civil Society Group,,,UK,English,Transparency,Open Government,Government,,,
,https://openpolicynetwork.org/about/join/,Open Policy Network,Mailing List,"The mission of the Open Policy Network is to foster the creation, adoption and implementation of open policies and practices that advance the public good by supporting open policy advocates, organizations and policy makers, connecting open policy opportunities with assistance, and sharing open policy information.","Discussions around Open Policy, with a focus on those involved in the Open Policy Network",,,,English,Transparency,Open Government,Government,,,
,https://www.facebook.com/groups/wikipediaweekly,Wikipedia Weekly,Facebook Group (public),Discussion and general gabbery about Wikipedia/Wikimedia news and community issues. Known to also house Signpost and other Wikipedia news junkies.,Discussion for wikimedians,Podcast (https://en.wikipedia.org/wiki/Wikipedia:WikipediaWeekly),,International,English,Wikimedia,Media,,,,
,https://www.facebook.com/groups/511418892316698/,Wikimedia Foundation Social Media Hub,Facebook Group (public),"Group, to discuss how the Wikimedia Foundation social media can best support the movement.",Discussion for wikimedians,,,international,English,Wikimedia,Education,,,,
,http://www.opencon2017.org/community_discussion,OpenCon Community discussion,Mailing List,"The OpenCon Community brings together students, early career researchers and more from across the world for discussion and action around Open Access, Open Data and Open Education. You can join the discussion regardless of if you been to OpenCon, so don't be shy and join the discussion!","Networking for those who attended or are interested in the themes explored at, OpenCon",,,uk,English,Education,Open Access,Open Data,,,
,https://lists.okfn.org/mailman/listinfo/open-education,Open Education,Mailing List,A low volume list for those interested in issues relating to open education - including educational data and educational resources.,Information and Announcements for those working in and around Open Education (OKFN),,,international,English,Education,,,,,
,https://nationalpupildatabase.wikispaces.com/,"National Pupil Database Research Group
",Wiki ,"These wiki pages provide information on the National Pupil Database in England for end-users of the data in the research community. The pages have been developed and maintained on a voluntary basis by PLUG, the PLASC/NPD users' group. Dr Rebecca Allen at the Institute of Education, University of London, is currently responsible for overseeing this wiki. You can learn more abut how to contribute to the wiki on this page. The site will never be a complete and comprehensive guide to the data because NPD changes as each new sweep of data is released. So, new contributors are always most welcome and should email Rebecca Allen to ask for an invitation to register.","Information site about the National Pupil Database, for end users of the data.",,,UK,English,Education,Continuing Professional Development,,,,
,http://www.bristol.ac.uk/cmpo/npd-user-group/,Centre for Market and Public Organisation > NPD User Group,Mailing list,"The NPD User Group supports users of the National Pupil Database (NPD) through organising meetings which focus on new data developments, analysis and research findings, and provide an opportunity to meet other users. Previously (2006-2014), the group was called the PLASC/NPD Users’ Group (PLUG) where PLASC refered to the Pupil Level Annual School Census.",Mailing list for those utilising the National Pupil Database for research.,,,UK,English,Education,Continuing Professional Development,Academia,,,
,https://science.mozilla.org/,Mozilla Science Lab,User Portal,"Mozilla Science Lab is a community of researchers, developers, and librarians making research open and accessible. We’re empowering open science leaders through fellowships, mentorship, and project-based learning.",To connect and support Mozillians working on the Science Lab project,,,international,English,Academia,Public Engagement,,,,
,https://codeforscience.org/,Code for Science and Society,User Portal,"Supporting public data and technology through software development, education and outreach.","Access to tools, information and networking for USA based professionals utitlising code for science and society",,,USA,English,Academia,Public Engagement,,,,
,http://mailman.ecs.soton.ac.uk/mailman/listinfo/goal,Global Open Access List,Mailing List  ,"GOAL is accordingly dedicated to the discussion of Open Access practice and policy-making by the worldwide research community (in no order: researchers, universities, research institutions, research funding agencies, governmental research policy-makers and commercial entities) with the aim of enabling concrete, practical steps to be taken to achieve Open Access. Chief among these goals are techniques for increasing the amount of Open Access, as well as metrics of research usage and impact.",Discussion and announcements related to Global Open Access,,,UK,English,Academia,,,,,
,https://aoir.org/mailing-lists/,Association of Internet Researchers,Mailing List  ,"Our community of Internet researchers thrives because of our flagship “air-l” mailing list. This email list is maintained by the Association of Internet Researchers for all scholars in this field, whether or not they are members. Currently, the list has over 5000 subscribers and provides an excellent environment in which to disseminate information, discuss key research concerns, and network with similarly-minded scholars.",Discussion and Information for those interested in Internet Reasearch,,,International,English,Academia,,,,,
,http://www.nettime.org/info.html,"Nettime, networked cultures, politics, and tactics: ",Mailing List  ,"<nettime> is not just a mailing list but an effort to formulate an international, networked discourse that neither promotes a dominant euphoria (to sell products) nor continues the cynical pessimism, spread by journalists and intellectuals in the 'old' media who generalize about 'new' media with no clear understanding of their communication aspects. we have produced, and will continue to produce books, readers, and web sites in various languages so an 'immanent' net critique will circulate both on- and offline.","Discussion and connection point for technologists, journalists, and thinkers, looking at New Media",,,International,English,Academia,,,,,
,https://www.facebook.com/groups/1170805349664629/,AI & Politics,Facebook Group (public),Exploring the intersection of AI & politics,Meeting' point for members of the AI & Politics community,,,UK,English,AI,Data Science,,,,
,http://fairsay.com/networks/ecampaigning-forum,eCampaigning Forum,Forum,The eCampaigning Forum (ECF) community is a loose vibrant network of practitioners using digital media for campaigning (advocacy).,Discussions and networking for those within the eCampaigning Forum,,,,English,Third Sector,Activism,,,,
,https://www.facebook.com/digitalcharities,Digital Charities,Facebook page,"The Digital Charities Working Group includes new media representatives from many charities, and meets on the first Wednesday of most months. * Employees of charities only at the meetings I'm afraid...","Promotion of, and discussion around, the Digital Charities Working Group",,,UK,English,Third Sector,Activism,,,,
,https://digital-charities.signup.team/,Digital Charities,Slack Team,"Let us know who you are, what you do and what charity you work for. That last bit is obligatory.","Developer networking and support, for those working on digital campaigns within UK charities",,,UK,English,Third Sector,Activism,,,,
,https://lists.securitywithoutborders.org/mailman/listinfo/swb-public,Security WIthout Borders,Mailing List  ,swb - public,Public discussion of security issues affecting those working in international development.,,,International,English,Third Sector,Activism,Surveillance,,,
,https://www.facebook.com/groups/citizenbeta,Citizen Beta,Facebook Group (Public),"Community for technology people working in: democracy, politics, civic infrastructure, citizen engagement and representation, government services and transformation, future cities, campaigning and influence, and all related topics!",Meeting point for those involved in ,,,UK,English,Civic Tech,,,,,
,https://www.openrightsgroup.org/lists,Open Rights Group,Mailing List,Open Rights Group exists to preserve and promote your rights in the digital age. We are funded by thousands of people like you.,"Defense of open internet, monitor of proposed & actual legislation, a lobby group.",,,UK,English,Privacy,Surveillance,Activism,,,
,https://airtable.com/shraBEItZa0sYiMB0,Progressive Coders Network,Slack Team,We are change makers with diverse skillsets removing the influence of money in politics by empowering the grassroots through open-source/low-cost tools.,Network of programmers,https://www.progcode.org/,Online,USA,English,Progressive,,,,,https://www.progcode.org/
,https://www.facebook.com/groups/codersforcorbyn,Coders For Corbyn,Facebook Group (closed),Coders For Corbyn,Discussion group for those supportive of Jeremy Corbyn,,,UK,English,Progressive,,,,,
,http://slacksignup.labour.pm/,Coders For Corbyn,Slack Team,Coders For Corbyn,Building code-based and digital assets in support of Corbyn,,,UK,English,Progressive,,,,,
,https://www.facebook.com/groups/274937246208727,Liberal Democrat Software Group,Facebook Group (closed),"For coders, designers, and anyone who wants to win by using better technology. ",Liberal democrat focussed software campaign.,,,UK,English,Progressive,,,,,
,https://www.facebook.com/groups/438838372942873/,Green Party Coders,Facebook Group (closed),"For discussing Green Party of England & Wales tech, UX and data projects.",Discussion group for those working on technology within the Green Party.,,,UK,English,Progressive,,,,,
,https://network.neweconomyorganisers.org/sign_in,New Economy Organisers Network,Forum,The New Economy Organisers Network is an independent network of activists working for an economy based on social and environmental justice.,Decentralised environmental and social justise group. ,,,International,English,Progressive,,,,,
,https://www.meetup.com/Hack-Brexit/,Hack Brexit,Meetup group,"We are calling developers, activists, product managers, data scientists, UX designers, systems architects, or anyone passionate about change, to join forces to create positive dialogue and action beyond Brexit.  
",Discussion group for those working to Hack Brexit,,,UK,English,Progressive,,,,,In Person Event
,https://www.facebook.com/groups/Techfugees/,Techfugees,Facebook Group (public),"""Techfugees is a social enterprise coordinating the international tech community response to the needs of Refugees & the displaced""",Co-ordinates hack events and those otherwise making technology to ,,,International,English,Refugees,,,,,
,https://www.meetup.com/UK-Hackathons-and-Jams/,Hackathons and Jams UK,Meetup Group,For those of us that enjoy participating in hackathons and jams - where we create and compete to produce the next big thing that will change the world... even if it's just a little bit at a time.,To co-ordinate and network those organising Hackathons and Jams in the UK,,,UK,English,Hackathons,,,,,In Person Event
,https://www.ewb-uk.org/join-the-movement/,Engineers Without Borders,Mailing List,We use engineering as a catalyst to transform our world.,"Promote the idea of, and support those working in, engineering in a development or global south environment, and in other regions at times of stress.",,,UK,English,Engineering,Technology,Relief Work,Intermediate Technology,,
,https://su.org/,Singularity University,Mailing List,Singularity University (SU) is a global community using exponential technologies to tackle the world’s biggest challenges.,Diseminate information about the programmes offered by the think tank. ,,,USA,English,Education,Technology,Futurist,,,
,https://www.facebook.com/groups/thesomasalon/,Soma Salon,Facebook Group (Closed),"Two visions of the future continue to play out. Orwell's 'Nineteen Eighty Four' featured a society under a 'telescreen' dictatorship, where 'Victory Coffee' was served in cafés to people who yearned for free expression outside of the watchful eye of the state. It's a world in which the more extreme elements of the NSA, GCHQ and the FSB might well feel at home. In Huxley's 'Brave New World' the drug Soma is served to pacify the population - perhaps the 'dopamine effect' that commercial social networks have on us today. In both cases the new industrial revolution of technology is aiding and abetting both the powers that be, whoever they are, and those interested in freedom. As technologists what future do we choose to make? Let's discuss these and other questions in this new Salon of ideas, which will be international in nature.","Discussion group on futurism, security, and the political state.",,,International,English,Futurist,Society,Technology,,,In Person Event
,http://www.techforgood.global/,Tech for Good,Community Website,Tech with humankind in mind,Promote the development of human centred projects,,,UK,English,Technology,,,,,
,http://shefftech4good.org/,Tech for Good Sheffield,Event page,A meet up for people interested in using technology to positively change the world,Promote the development of human centred projects,,Sheffield,UK,English,Technology,,,,,
,https://www.meetup.com/techforgood/,Tech for Good London,Meetup Group,Tech with humankind in mind,Promote the development of human centred projects,,London,UK,English,Technology,,,,,
,https://www.meetup.com/Tech4Good-Bristol/,Tech4Good Bristol,Meetup Group,Tech with humankind in mind,Promote the development of human centred projects,,Bristol,UK,English,Technology,,,,,
,https://www.meetup.com/Tech4Good-Bath/,Tech4Good Bath,Meetup Group,Tech with humankind in mind,Promote the development of human centred projects,,Bath,UK,English,Technology,,,,,
,https://www.meetup.com/TechForGood-Dublin/,Tech for Good Dublin,Meetup Group,Tech with humankind in mind,Promote the development of human centred projects,,Dublin,UK,English,Technology,,,,,
,https://www.meetup.com/Tech-for-Good-Live/,Tech for Good Live,Meetup Group,Tech with humankind in mind,Promote the development of human centred projects,,Manchester,UK,English,Technology,,,,,
,https://www.facebook.com/groups/579940655425355/,Decentralised Autonomous Society,Facebook Group (public),The revolution will not be centralized.,Support Activists working to decentralise government activities,,,USA,English,Futurism,Globalism,Technology,,,
,https://www.meetup.com/londonocc/events/231335547/,London Open Coffee Meetup,Meetup Group,"Opencoffee is not your ordinary meetup. There are far too many of them. There is a very active mailing list - please do join, I challenge you to ask a question which doesn't receive an answer. Unlike other meetups, there are NO agendas, and NO presentations. It is pure networking.",Real life connection between technologists.,,London,UK,English,Intermediate Technology,Technology,,,,
,https://mailman.stanford.edu/mailman/listinfo/liberationtech,Liberation Tech,Mailing List,"The mailing list for the Program on Liberation Technology ""Liberationtech"" at Stanford University serves as an information hub for those interested in how technology can be used to promote democracy, development, freedom, and human rights around the world. Please note that the mailing list is not an official communication channel of Stanford University.",Information and discussion for those around and interested in Stanford's Liberationtech,,,USA,English,,,,,,
,https://groups.google.com/forum/?hl=en#!forum/tictecbymysociety,TICTeC by MySociety,Mailing List,,To connect those working on TICTeC,,,UK,English,Democracy,,,,,
,https://www.facebook.com/groups/buildingglobalcommunity,Building Global Community,Facebook Group (Public),"Go in-depth on Mark Zuckerberg's call for ""Building Global Community.""",To discuss Zuckerberg's call for 'building global community',,,Worldwide,English,Futurism,,,,,
,http://forums.e-democracy.org/practice,e-democracy org - communities of practise,Forum,"E-Democracy hosts online communities of practice and working groups which further online community engagement, democracy online, digital inclusion, and civic technology.Most of our communities of practice connect locally oriented people on a very global basis.","Discussion of E-Democracy methods, and activism on. ",,,Worldwide,English,Community Engagement,Democracy,"Localism
",Civic Technology,,
,https://lists.openstreetmap.org/listinfo,Open Street Map,Mailing List,lists.openstreetmap.org Mailing Lists,"Propagate Open Street Map, Support those adding to it. ",,,Worldwide,English,Open Data,Internationalism,Civic Technology,,,
,https://www.opengovernment.org.uk/networks/,UK Open Government Network,Mailing List,"The UK Open Government Network (OGN) is a coalition of active citizens and civil society organisations committed to making government work better for people through increased transparency, participation and accountability. Membership of the UK OGN is open to any UK based individuals or civil society organisations (subject to few basic conditions).","Provide support and information to those working with services, in Central, regional and local government in the UK",http://www.involve.org.uk/,,UK,English,Open Data,,,,,Network
,http://www.opengovernment.org.uk/networks/ni-ogn/,UK OGN - Northern Ireland,Mailing List,"The Northern Ireland Open Government Network is a loose alliance of civil society in Northern Ireland campaigning for more open, transparent and accountable government that empowers citizens to shape decisions that impact on their lives. Membership of the Northern Ireland OGN is open to any Northern Ireland based individuals or civil society organisations.","Provide support and information to those working with services, in Central, regional and local government in Northern Ireland",,Northern Ireland,UK,English,Open Government,Democracy,Civic Tech,Open Data,,Network
,http://www.opengovernment.org.uk/networks/scotland/,UK OGN - Scotland,Mailing List,"The Scotland Open Government Network is a network of individuals that have in interest in a more open, transparent and accountable government that empowers citizens to shape decisions that impact on their lives. Membership of the Scotland OGN is open to anyone interested in the open government movement in Scotland.","Provide support and information to those working with services, in Central, regional and local government in Scotland",http://www.involve.org.uk/,Scotland,UK,English,Open Government,Democracy,Civic Tech,Open Data,,Network
,http://www.opengovernment.org.uk/networks/wales/,UK OGN - Wales,Mailing List,The Wales Open Government Network is currently being established. Membership of the Wales OGN is open to any Wales based individuals or civil society organisations.,"Provide support and information to those working with services, in Central, regional and local government in Wales",,Wales,UK,English,Open Government,Democracy,Civic Tech,Open Data,,Network
,https://forum.opengovernment.org.uk/,Open Government UK,Forum,"The UK Open Government Forum helps the open government movement in the UK to connect and collaborate. The forum was created by the UK Open Government Network (OGN) - a coalition of organisations and individuals committed to making government work better for people through transparency, participation and accountability. If you’re interested in opening up government budgets, contracts, datasets, decision making, information, policymaking or public services, we invite you to join.","Provide support and information to those working with services, in Central, regional and local government in the UK",http://www.involve.org.uk/,,UK,English,Open Government,Democracy,Civic Tech,Open Data,,
,https://localgovdigital.slack.com/,LocalGovDigital London,Slack Channel,,Local Gov Digital London Peer Group Slack,,London,UK,English,Local Government,Service Design,,,,
,https://localgovdigital.slack.com/?redir=%2Fmessages%2Fsw_peer_group,LocalGovDigital South West,Slack Channel,,Local Gov Digital South-West Peer Group Slack,,South West,UK,English,Local Government,Service Design,,,,
,https://localgovdigital.slack.com/?redir=%2Fmessages%2Fsouth-peer-group,LocalGovDigital South  ,Slack Channel,,Local Gov Digital South Peer Group Slack,,South  ,UK,English,Local Government,Service Design,,,,
,https://www.eventbrite.co.uk/o/localgov-digital-10479776496,LocalGovDigital Events,Eventbrite Page,,Local Gov Digital Events Page,,,UK,English,Local Government,Service Design,,,,
